020|a	LOCATION	NOTE(ITEM)	BARCODE
9781405189422 (hardcover : alk. paper);1405189428 (hardcover : alk. paper);9781405189415 (pbk. : alk. paper);140518941X (pbk. : alk. paper)	xbb  	rec. 021913	30000002030207
9780521763028 (hardback);0521763029 (hardback);9780521746472 (pbk.);0521746477 (pbk.)	xbb  	rec. 021913	30000002029670
9781442214460 (cloth : alk. paper);1442214465 (cloth : alk. paper)	xbb  	rec. 021913	30000002029712
9781133364450 (pbk.);1133364454 (pbk.);9781133590835 (hbk.);1133590837 (hbk.)	xbb  	rec. 021913	30000002029225
9780073522753 (hard copy : alk. paper);0073522759 (hard copy : alk. paper)	xbb  	rec. 021913	30000002029753
9780078029332 (alk. paper);0078029333 (alk. paper)	xbb  	rec. 021913	30000002029886
9780073407326 (acid-free paper);0073407321 (acid-free paper)	xbb  	rec. 021913	30000002029704
9780398079017 (spiral, paper);0398079013 (spiral, paper)	xbb  	rec. 021913	30000002029258
9780415991377 (hbk. : acid-free paper);0415991374 (hbk. : acid-free paper);9780415991384 (pbk. : acid-free paper);0415991382 (pbk. : acid-free paper);9780203804926 (ebook);0203804929 (ebook)	xbb  	rec. 021913	30000002030009
9781444331172 (hardcover : alk. paper);1444331175 (hardcover : alk. paper);9781444331189 (pbk. : alk. paper);1444331183 (pbk. : alk. paper)	xbb  	rec. 021913	30000002029415
9781405190503 (hardcover : alk. paper);1405190507 (hardcover : alk. paper);9781405190497 (pbk. : alk. paper);1405190493 (pbk. : alk. paper)	xbb  	rec. 021913	30000002029373
0029145104 :	xb4  		30000000511646
0446525685 :	xwb  	gift of David Levy	30000002539694
9780226484631 (cloth : alk. paper);0226484637 (cloth : alk. paper);9780226484648 (pbk. : alk. paper);0226484645 (pbk. : alk. paper)	x2bb 	rec. 021913	30000002029340
1580412092;9781580412094	xmw  	rec. 022013	30000002512378
9781935274049;193527404X	xmw  	rec. 022013	30000002512451
1598037021;9781598037029	xmw  	rec. 022013	30000002563785
0520071743 (alk. paper);9780520071742 (alk. paper)	xmb  		30000001985948
	xmb  		30000001986078
	xmb  		30000001986086
0300016255;9780300016253;0300016026;9780300016024	xmb  		30000001985955
0300016255;9780300016253;0300016026;9780300016024	xmb  		30000001985971
0300016255;9780300016253;0300016026;9780300016024	xmb  		30000001985989
052141587X (hb);2735108384 (France)	xmb  		30000001985914
0765799782 (pbk.);9780765799784 (pbk.)	xwb  		30000002084816
	xkg  	Reassigned from MT;rec. 021213	30000002393274
0304352845;9780304352845	xwb  	gift of David Levy	30000002539785
0684838524 (pbk.) :;9780684838526 (pbk.)	xwb  	gift of David Levy	30000002539587
0393007928;9780393007923	xwb  	gift of David Levy	30000002539652
0140114068;9780140114065	xwb  	gift of David Levy	30000002539611
0395406218;9780395406212	xwb  	gift of David Levy	30000002539660
0812922786;9780812922783;0812925270 (pbk.);9780812925272 (pbk.)	xwb  	gift of David Levy	30000002539736
9780814717318 (boxed set : alk. paper);0814717314 (boxed set : alk. paper);9780814776322 (v. 1 : cl : alk. paper);0814776329 (v. 1 : cl : alk. paper);9780814767702 (v. 2 : cl : alk. paper);0814767702 (v. 2 : cl : alk. paper);9780814732250 (v. 3 : cl : alk. paper);0814732259 (v. 3 : cl : alk. paper);9780814745212 (ebook);0814745210 (ebook);9780814776926 (ebook);0814776922 (ebook);9780814729328 (e-set);0814729320 (e-set)	xmw  	rec. 022613	30000002512527
9780814717318 (boxed set : alk. paper);0814717314 (boxed set : alk. paper);9780814776322 (v. 1 : cl : alk. paper);0814776329 (v. 1 : cl : alk. paper);9780814767702 (v. 2 : cl : alk. paper);0814767702 (v. 2 : cl : alk. paper);9780814732250 (v. 3 : cl : alk. paper);0814732259 (v. 3 : cl : alk. paper);9780814745212 (ebook);0814745210 (ebook);9780814776926 (ebook);0814776922 (ebook);9780814729328 (e-set);0814729320 (e-set)	xmw  	rec. 022613	30000002512485
9780814717318 (boxed set : alk. paper);0814717314 (boxed set : alk. paper);9780814776322 (v. 1 : cl : alk. paper);0814776329 (v. 1 : cl : alk. paper);9780814767702 (v. 2 : cl : alk. paper);0814767702 (v. 2 : cl : alk. paper);9780814732250 (v. 3 : cl : alk. paper);0814732259 (v. 3 : cl : alk. paper);9780814745212 (ebook);0814745210 (ebook);9780814776926 (ebook);0814776922 (ebook);9780814729328 (e-set);0814729320 (e-set)	xmw  	rec. 022613	30000002512444
9780749462734 (pbk.);0749462736 (pbk.);9780749462741 (ebook);0749462744 (ebook)	xmw  	rec. 022613	30000002514085
9780786465897 (softcover : alk. paper);0786465891 (softcover : alk. paper)	xmw  	rec. 022613	30000002512238
9780472071654 (cloth : alk. paper);0472071653 (cloth : alk. paper);9780472051656 (pbk. : alk. paper);0472051652 (pbk. : alk. paper)	xmw  	rec. 022613	30000002514127
9780309218832 (pbk.);0309218837 (pbk.)	xmw  	rec. 022613	30000002512261
9780813552477 (hardcover : alk. paper);0813552478 (hardcover : alk. paper);9780813552484 (pbk. : alk. paper);0813552486 (pbk. : alk. paper);9780813553306 (ebook);081355330X (ebook)	xmw  	rec. 022613	30000002512154
9780226326771 (cloth : alk. paper);0226326772 (cloth : alk. paper);9780226326788 (pbk. : alk. paper);0226326780 (pbk. : alk. paper)	xmw  	rec. 022613	30000002512071
9780674066908 (alk. paper);0674066901 (alk. paper)	xmw  	rec. 022613	30000002512220
9780262016988 (hardcover : alk. paper);0262016982 (hardcover : alk. paper)	xmw  	rec. 022613	30000002512188
9781848606463;184860646X;9781848606470 (pbk.);1848606478 (pbk.)	xmw  	rec. 022613	30000002512303
9780415681940 (hb : alk. paper);0415681944 (hb : alk. paper);9780203155585 (eb : alk. paper);0203155580 (eb : alk. paper);9780415517812 (pbk.);0415517818 (pbk.)	xmw  	rec. 022613	30000002512634
9781421403588 (hardcover : alk. paper);1421403587 (hardcover : alk. paper)	xmw  	rec. 022613	30000002512394
9780465020478 (hardcover : alk. paper);046502047X (hardcover : alk. paper);9780465032969 (e-book);0465032966 (e-book)	xmw  	rec. 022613	30000002512030
9781442207196 (hardback);1442207191 (hardback);9781442207202 (paper);1442207205 (paper);1442207213 (electronic);9781442207219 (electronic)	xmw  	rec. 022613	30000002512352
9781558499188 (library cloth);1558499180 (library cloth);9781558499195 (pbk.);1558499199 (pbk.)	xmw  	rec. 022613	30000002512436
9780857938862;085793886X;9780857938916 (pbk.);0857938916 (pbk.)	xmw  	rec. 022613	30000002512196
9780262017626 (hardcover : alk. paper);0262017628 (hardcover : alk. paper)	xmw  	rec. 022613	30000002512113
9780814211823 (cloth : alk. paper);0814211828 (cloth : alk. paper);9780814292815 (cd);081429281X (cd)	xmw  	rec. 022613	30000002512311
9781598848076 (acid-free paper);1598848070 (acid-free paper)	x2mw 	rec. 022613	30000002512519
9780804775342 (cloth : alk. paper);0804775346 (cloth : alk. paper)	xmw  	rec. 022613	30000002512279
9781848446472 (hbk.);1848446470 (hbk.)	xmw  	rec. 022613	30000002512063
9789004203655 (hbk. : alk. paper);9004203656 (hbk. : alk. paper)	xmw  	rec. 022613	30000002512022
9781433810961;1433810964	xmw  	rec. 022613	30000002512550
9788215020235 (Norway);8215020232 (Norway);9788763002387 (rest of the world);8763002388 (rest of the world)	xmw  	rec. 022613	30000002512105
9781437719369 (hbk.);1437719368 (hbk.)	xmt  	rec. 022613	30000002403974
9780702042652;070204265X	xmt  	rec. 022613	30000002403743
9781607951094 (hbk.);1607951096 (hbk.)	xmt  	rec. 022613	30000002403610
9780702043550;0702043559	xmt  	rec. 022613	30000002404022
9780822353294 (cloth : alk. paper);0822353296 (cloth : alk. paper);9780822353447 (pbk. : alk. paper);082235344X (pbk. : alk. paper)	xmt  	rec. 022613	
9781442214620 (cloth : alk. paper);1442214627 (cloth : alk. paper)	xmt  	rec. 022613	30000002402216
9781936287093;1936287099;9781617050305 (e-book ISBN);161705030X (e-book ISBN)	xmt  	rec. 022613	30000002403933
9781455739479;1455739472	xmt  	rec. 022613	30000002403826
9780723435419;0723435413	xmt  	rec. 022613	30000002403537
9780729539562 (pbk);0729539563 (pbk)	xmt  	rec. 022613	30000002403784
9780470657881 (pbk. : alk. paper);047065788X (pbk. : alk. paper)	xmt  	rec. 022613	30000002403776
0387974598 (New York : alk. paper);9780387974590 (New York : alk. paper);3540974598 (Berlin : alk. paper);9783540974598 (Berlin : alk. paper);1461277965;9781461277965	xmt  	rec. 022613	30000002403735
0387167005 (U.S.);9780387167008 (U.S.);3540167005;9783540167006;3642713394;9783642713392	xmt  	rec. 022613	30000002403859
9781437704280 (pbk.);143770428X (pbk.)	xmt  	rec. 022613	30000002403701
9781466505346 (alk. paper);1466505346 (alk. paper)	xmt  	rec. 022613	30000002403693
9781455700905 (hbk.);1455700908 (hbk.);9781455737987 (ebook);1455737984 (ebook)	xmt  	rec. 022613	30000002402695
9784431541370;4431541373	xmt  	rec. 022613	30000002404071
9780415689250 (hbk.);0415689252 (hbk.)	xmt  	rec. 022613	30000002404154
9780415669481 (hbk.);0415669480 (hbk.)	xmt  	rec. 022613	30000002404113
9780415803854 (hardback);0415803853 (hardback);9780415803878;041580387X;9780203125083;0203125088	xmt  	rec. 022613	30000002404063
9780415676267 (hardback);0415676266 (hardback);9780415676274 (pbk.);0415676274 (pbk.);9780203153185 (ebook);0203153189 (ebook)	xmt  	rec. 022613	30000002403891
0807815993;9780807815991;080789673X;9780807896730	xmt  	rec. 022613	30000002404162
9780199895571 (alk. paper);0199895570 (alk. paper)	xmw  	rec. 022613	30000002512600
9781421405506 (hdbk. : alk. paper);1421405504 (hdbk. : alk. paper);9781421405513 (electronic);1421405512 (electronic)	xmw  	rec. 022613	30000002514556
9780470603857 (alk. paper);0470603852 (alk. paper);9780470900994 (ebk.);0470900997 (ebk.);9780470901007 (ebk.);0470901004 (ebk.);9780470901113 (ebk.);047090111X (ebk.);9780470951071 (ebk.);0470951079 (ebk.);9780470951248 (ebk.);0470951249 (ebk.)	xmw  	rec. 022613	30000002512287
9780415880053;041588005X	xmw  	rec. 022613	30000002512121
9780199765362 (cloth : acid-free paper);0199765367 (cloth : acid-free paper)	xmw  	rec. 022613	30000002512162
9780451229045 (hbk.);0451229045 (hbk.)	xmw  	rec. 022613	30000002514432
9780807835487 (cloth : alk. paper);080783548X (cloth : alk. paper)	xmw  	rec. 022613	30000002512048
9780199890750 (hardback : alk. paper);0199890757 (hardback : alk. paper)	xmw  	rec. 022613	30000002514390
9781591845096 (hardback);1591845092 (hardback)	xmw  	rec. 022613	30000002514481
9780415579568 (hardback : alk. paper);0415579562 (hardback : alk. paper);9780415579582 (pbk. : alk. paper);0415579589 (pbk. : alk. paper);9780203146484 (e-book);0203146484 (e-book)	xmw  	rec. 022613	30000002512089
9780812243963 (hbk. : alk. paper);081224396X (hbk. : alk. paper)	xmw  	rec. 022613	30000002514523
9781906548292;1906548293	xmw  	rec. 022613	30000002514440
9781405194563 (hardcover : alk. paper);1405194561 (hardcover : alk. paper);9781405194556 (pbk. : alk. paper);1405194553 (pbk. : alk. paper);9781444362121 (ePDFs);1444362127 (ePDFs);9781444362138 (ePub);1444362135 (ePub);9781444362145 (Mobi);1444362143 (Mobi)	xmw  	rec. 022613	30000002512246
9780313386688 (hardback);0313386684 (hardback);9780313386695 (ebook);0313386692 (ebook)	xmw  	rec. 022613	30000002514515
9781421407166 (hdbk. : alk. paper);1421407167 (hdbk. : alk. paper)	xmw  	rec. 022613	30000002514473
9780739136973 (cloth);0739136976 (cloth);9780739136980 (pbk. : alk. paper);0739136984 (pbk. : alk. paper);9780739136997 (electronic : alk. paper);0739136992 (electronic : alk. paper)	xmw  	rec. 022613	30000002513996
9780691137032 (hardcover : alk. paper);069113703X (hardcover : alk. paper);9780691156347 (pbk.);0691156344 (pbk.)	xmw  	rec. 022613	30000002514036
9780300179286 (hbk.);0300179286 (hbk.)	xmw  	rec. 022613	30000002512147
9780195393422 (hbk. : alk. paper);0195393422 (hbk. : alk. paper)	xmw  	rec. 022613	30000002513947
9781118292006;1118292006	xmw  	rec. 022613	30000002512584
9781598130492 (pbk.);1598130498 (pbk.);9781598130539 (hbk.);1598130536 (hbk.)	xmw  	rec. 022613	30000002513954
9781616352448;1616352442	xmw  	rec. 022613	30000002512592
9781608194322 (alk. paper);1608194329 (alk. paper)	xmw  	rec. 022613	30000002514564
9781610483421 (hardback);1610483421 (hardback);9781610483438 (paper);161048343X (paper);9781610483445 (electronic);1610483448 (electronic)	xmw  	rec. 022613	30000002512360
9781462503902 (hardcover : alk. paper);146250390X (hardcover : alk. paper)	xmw  	rec. 022613	30000002512477
9781462503971 (pbk.);1462503977 (pbk.);9781462503988 (hardcover);1462503985 (hardcover)	xmw  	rec. 022613	30000002514408
9781848729063 (hbk. : alk. paper);1848729065 (hbk. : alk. paper)	xmw  	rec. 022613	30000002512568
9780226090849 (alk. paper);0226090841 (alk. paper);9780226090863 (pbk. : alk. paper);0226090868 (pbk. : alk. paper)	xmw  	rec. 022613	30000002514234
9780691135151 (cloth : alk. paper);0691135150 (cloth : alk. paper)	xmw  	rec. 022613	30000002514275
9780199601387;0199601380	xmw  	rec. 022613	30000002512402
9780816677085 (hc : alk. paper);0816677085 (hc : alk. paper);9780816677184 (pb : alk. paper);0816677182 (pb : alk. paper)	xmw  	rec. 022613	30000002514317
9780231156905 (cloth : alk. paper);0231156901 (cloth : alk. paper);9780231156912 (pbk. : alk. paper);023115691X (pbk. : alk. paper);9780231527668 (ebook);0231527667 (ebook)	xmw  	rec. 022613	30000002514168
9780805858518 (hardback : acid-free paper);0805858512 (hardback : acid-free paper);9780085858529;0085858528;9780203149492;0203149491;9780805858525 (pbk);0805858520 (pbk)	xmw  	rec. 022613	30000002514200
9780231158701 (cloth : alk. paper);023115870X (cloth : alk. paper);9780231158718 (pbk. : alk. paper);0231158718 (pbk. : alk. paper);9780231530408 (ebook);0231530404 (ebook)	xmw  	rec. 022613	30000002514150
9780765617859 (cloth : alk. paper);0765617854 (cloth : alk. paper);9780765617866 (pbk.);0765617862 (pbk.)	xmw  	rec. 022613	30000002514192
9780739166703 (cloth : alk. paper);0739166700 (cloth : alk. paper);9780739166710 (electronic);0739166719 (electronic)	xmw  	rec. 022613	30000002514242
9780691147758 (hardcover : acid-free paper);0691147752 (hardcover : acid-free paper)	xmw  	rec. 022613	30000002514283
9780814748886 (cl : alk. paper);0814748880 (cl : alk. paper);9780814771495 (ebook);0814771491 (ebook)	xmw  	rec. 022613	30000002514358
9780393050707 (hardcover);039305070X (hardcover)	xmw  	rec. 022613	30000002514366
9781405137058;1405137053	xmw  	rec. 022613	30000002514077
9780374299569 (alk. paper);0374299560 (alk. paper)	xmw  	rec. 022613	30000002512386
9780313397882 (hardback);0313397880 (hardback);9780313397899 (ebook);0313397899 (ebook)	xmw  	rec. 022613	30000002512428
9781848729278 (hardcover : alk. paper);1848729278 (hardcover : alk. paper);9781848729285 (pbk. : alk. paper);1848729286 (pbk. : alk. paper)	xmw  	rec. 022613	30000002512469
9780674049246 (cloth);0674049241 (cloth)	xmw  	rec. 022613	30000002512501
9781844677429 (hbk. : alk. paper);1844677427 (hbk. : alk. paper)	xmw  	rec. 022613	30000002512642
9780857258526 (cased);0857258524 (cased);9780857257130 (pbk.);0857257137 (pbk.)	xmw  	rec. 022613	30000002512204
9781421406350 (pbk. : alk. paper);1421406357 (pbk. : alk. paper)	xmw  	rec. 022613	30000002514044
9780857454669 (hbk. : alk. paper);0857454668 (hbk. : alk. paper);9780857454676 (ebk.);0857454676 (ebk.)	xmw  	rec. 022613	30000002514119
9781439191002 (hardcover : alk. paper);143919100X (hardcover : alk. paper);9781439191019 (pbk. : alk. paper);1439191018 (pbk. : alk. paper);9781439191026 (ebook);1439191026 (ebook)	xmw  	rec. 022613	30000002512345
9780300136029 (alk. paper);0300136021 (alk. paper)	x2mw 	rec. 022613	30000002512543
9780813346816 (hardcover : alk. paper);0813346819 (hardcover : alk. paper);9780813346823 (e-book);0813346827 (e-book)	xmw  	rec. 022613	30000002514325
9781441123480 (HB);1441123482 (HB);9781441126955 (PB);1441126953 (PB)	xmw  	rec. 022613	30000002514002
9781442614079;1442614072	xmw  	rec. 022613	30000002513962
9781589018945 (pbk. : alk. paper);158901894X (pbk. : alk. paper)	xmw  	rec. 022613	30000002512626
9780325043708;0325043701	xkh  	rec. 022613	30000002378929
9780545195683;0545195683	xkh  	rec. 022613	30000002378721
9780073527093 (alk. paper);0073527092 (alk. paper)	xmw  		30000002509002
9780073379432 (alk. paper);0073379433 (alk. paper);0071263926;9780071263924	xmw  		30000002508996
9780073379524 (combined ed. : alk. paper);0073379522 (combined ed. : alk. paper);9780073360560 (vol. 1, chapters 1-13 : with working papers);0073360562 (vol. 1, chapters 1-13 : with working papers);9780073360577 (vol. 2, chapters 12-24 : with working papers);0073360570 (vol. 2, chapters 12-24 : with working papers)	xmw  		30000002509036
0393969665 (pbk.);9780393969665 (pbk.)	xmt  	rec. 030413	
	xmt  	rec. 072301	30000001541675
	xkg  	rec. 030513 inscribed by the author	30000002357717
0870687115;9780870687112	xkg  	rec. 030513	30000002357782
9789659169511;9659169515	xkg  	rec. 030513	30000002357683
9780761850403 (hardback : alk. paper);0761850406 (hardback : alk. paper);9780761850113 (pbk. : alk. paper);0761850112 (pbk. : alk. paper);9780761850120 (e-book);0761850120 (e-book)	xkg  	rec. 030513	30000002357741
	xkg  	Reassigned from mt	30000002393233
0878202234 (alk. paper);9780878202232 (alk. paper)	xmt  	rec. 030513	30000002137853
9781602802216 (pbk.);1602802211 (pbk.);9781602802223 (hard cover);160280222X (hard cover)	xmt  	rec. 030513	30000002496879
	xmt  	rec. 081205	30000002497729
0155673858 (pbk.);9780155673854 (pbk.)	xsc  		30000001443153
9781841697406 (hardback);1841697400 (hardback);9781841697413 (pbk);1841697419 (pbk);9780415000000 (ebk);0415000009 (ebk)	xmw  	rec. 030513	30000002512733
9780252036835 (hbk. : alk. paper);0252036832 (hbk. : alk. paper)	xmw  	rec. 030513	30000002513210
9780679434702;0679434704	xmw  	rec. 030513	30000002513251
9781421405063 (hdbk. : alk. paper);9781421405070 (pbk. : alk. paper);1421405067 (hdbk. : alk. paper);1421405075 (pbk. : alk. paper)	xmw  	rec. 030513	30000002512774
9780631232872 (cloth);0631232877 (cloth);9780631232889 (pbk.);0631232885 (pbk.)	xmw  	rec. 030513	30000002513228
9780316023740 (hbk.);0316023744 (hbk.)	xmw  	rec. 030513	30000002513269
9780195183054 (alk. paper);0195183053	xmw  	rec. 030513	30000002513186
9780226473741 (cloth : alkaline paper);0226473740 (cloth : alkaline paper)	xmw  	rec. 030513	30000002513145
9780195166798 (hardcover : alkaline paper);0195166795 (hardcover : alkaline paper)	xmw  	rec. 030513	30000002513061
9780521848251 (hardback);0521848253 (hardback);9780521612791 (paperback);0521612799 (paperback)	xmw  	rec. 030513	30000002513103
9780262016926 (hbk. : alk. paper);0262016923 (hbk. : alk. paper)	xmw  	rec. 030513	30000002512907
9780814211786 (cloth : alk. paper);081421178X (cloth : alk. paper);9780814292747 (cd);0814292747 (cd)	xmw  	rec. 030513	30000002512865
